Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/KS-KHEL-0986/2021	EPI_ISL_1697415	2021-04-11	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	Stretches of NNNs (1.70% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GR
hCoV-19/USA/KS-KHEL-0987/2021	EPI_ISL_1697416	2021-04-13	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/KS-KHEL-0988/2021	EPI_ISL_1697417	2021-04-13	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/KS-KHEL-0989/2021	EPI_ISL_1697418	2021-04-13	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	G
hCoV-19/USA/IL-NM-7640/2021	EPI_ISL_1704709	2021-04-10	North America / USA / Illinois / Chicago	Human	Original			Illumina MiSeq	ARTIC-bwa-iVar	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-NM-7644/2021	EPI_ISL_1704710	2021-04-10	North America / USA / Illinois / Chicago	Human	Original			Illumina MiSeq	ARTIC-bwa-iVar	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-NM-7646/2021	EPI_ISL_1704711	2021-04-10	North America / USA / Illinois / Cook County	Human	Original			Illumina MiSeq	ARTIC-bwa-iVar	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-NM-7654/2021	EPI_ISL_1704712	2021-04-11	North America / USA / Illinois / Chicago	Human	Original			Illumina MiSeq	ARTIC-bwa-iVar	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/IL-NM-7657/2021	EPI_ISL_1704713	2021-04-10	North America / USA / Illinois / Chicago	Human	Original			Illumina MiSeq	ARTIC-bwa-iVar	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-NM-7660/2021	EPI_ISL_1704714	2021-04-10	North America / USA / New York / Westchester County	Human	Original			Illumina MiSeq	ARTIC-bwa-iVar	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/AZ-TG817345/2021	EPI_ISL_1707371	2021-04-12	North America / USA / Arizona / Yuma County	Human	Original			Illumina		Long stretches of NNNs (6.80% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	alert	P.1	GR
hCoV-19/USA/IL-S21WGS626/2021	EPI_ISL_1708236	2021-04-10	North America / USA / Illinois / Menard	Human	Original			Illumina NextSeq 550		Long stretches of NNNs (6.47% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence. NS7b without BLAST coverage.	alert	P.1	G
hCoV-19/USA/IL-S21WGS627/2021	EPI_ISL_1708237	2021-04-10	North America / USA / Illinois / Sangamon	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS628/2021	EPI_ISL_1708238	2021-04-12	North America / USA / Illinois / Logan	Human	Original			Illumina NextSeq 550		NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS629/2021	EPI_ISL_1708239	2021-04-12	North America / USA / Illinois / Logan	Human	Original			Illumina NextSeq 550		Stretches of NNNs (1.25% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS631/2021	EPI_ISL_1708240	2021-04-10	North America / USA / Illinois / Putnam	Human	Original			Illumina NextSeq 550		Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
hCoV-19/USA/IL-S21WGS633/2021	EPI_ISL_1708242	2021-04-12	North America / USA / Illinois / McDonough	Human	Original			Illumina NextSeq 550		NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS634/2021	EPI_ISL_1708243	2021-04-12	North America / USA / Illinois / McDonough	Human	Original			Illumina NextSeq 550		Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
hCoV-19/USA/IL-S21WGS635/2021	EPI_ISL_1708244	2021-04-12	North America / USA / Illinois / McDonough	Human	Original			Illumina NextSeq 550		Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
hCoV-19/USA/IL-S21WGS636/2021	EPI_ISL_1708245	2021-04-11	North America / USA / Illinois / McDonough	Human	Original			Illumina NextSeq 550		Stretches of NNNs (1.10% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	warn	P.1	G
hCoV-19/USA/IL-S21WGS637/2021	EPI_ISL_1708246	2021-04-11	North America / USA / Illinois / McDonough	Human	Original			Illumina NextSeq 550		Stretches of NNNs (2.87% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	warn	P.1	G
hCoV-19/USA/IL-S21WGS638/2021	EPI_ISL_1708247	2021-04-10	North America / USA / Illinois / McDonough	Human	Original			Illumina NextSeq 550		Stretches of NNNs (2.16% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	warn	P.1	G
hCoV-19/USA/IL-S21WGS639/2021	EPI_ISL_1708248	2021-04-10	North America / USA / Illinois / Schuyler	Human	Original			Illumina NextSeq 550		Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
hCoV-19/USA/IL-S21WGS642/2021	EPI_ISL_1708250	2021-04-12	North America / USA / Illinois / Mason	Human	Original			Illumina NextSeq 550		Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/IL-S21WGS643/2021	EPI_ISL_1708251	2021-04-12	North America / USA / Illinois / Vermillion	Human	Original			Illumina NextSeq 550		Long stretches of NNNs (5.21% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS644/2021	EPI_ISL_1708252	2021-04-12	North America / USA / Illinois / Champaign	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS645/2021	EPI_ISL_1708253	2021-04-12	North America / USA / Illinois / Champaign	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS646/2021	EPI_ISL_1708254	2021-04-12	North America / USA / Illinois / Champaign	Human	Original			Illumina NextSeq 550		Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
hCoV-19/USA/IL-S21WGS647/2021	EPI_ISL_1708255	2021-04-12	North America / USA / Illinois / Champaign	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS648/2021	EPI_ISL_1708256	2021-04-12	North America / USA / Illinois / Champaign	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS649/2021	EPI_ISL_1708257	2021-04-11	North America / USA / Illinois / Mclean	Human	Original			Illumina NextSeq 550		Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
hCoV-19/USA/IL-S21WGS650/2021	EPI_ISL_1708258	2021-04-12	North America / USA / Illinois / Woodford	Human	Original			Illumina NextSeq 550		Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
hCoV-19/USA/IL-S21WGS651/2021	EPI_ISL_1708259	2021-04-11	North America / USA / Illinois / Mclean	Human	Original			Illumina NextSeq 550		Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
hCoV-19/USA/IL-S21WGS652/2021	EPI_ISL_1708260	2021-04-12	North America / USA / Illinois / Champaign	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS656/2021	EPI_ISL_1708291	2021-04-12	North America / USA / Illinois / Iroquois	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS657/2021	EPI_ISL_1708292	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		Stretches of NNNs (1.00% of overall sequence).	warn	B.1.1.519	GR
hCoV-19/USA/IL-S21WGS658/2021	EPI_ISL_1708293	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS659/2021	EPI_ISL_1708294	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1.519	GR
hCoV-19/USA/IL-S21WGS660/2021	EPI_ISL_1708295	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		Stretches of NNNs (1.76% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS662/2021	EPI_ISL_1708296	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		Stretches of NNNs (1.06% of overall sequence). Gap of 18 nucleotides when compared to the reference sequence.	warn	B.1.351	GH
hCoV-19/USA/IL-S21WGS663/2021	EPI_ISL_1708297	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS664/2021	EPI_ISL_1708298	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 21 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS665/2021	EPI_ISL_1708299	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS676/2021	EPI_ISL_1708310	2021-04-13	North America / USA / Illinois / Sangamon	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS678/2021	EPI_ISL_1708311	2021-04-11	North America / USA / Illinois / Kankakee	Human	Original			Illumina NextSeq 550		Stretches of NNNs (1.97% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	G
hCoV-19/USA/IL-S21WGS679/2021	EPI_ISL_1708312	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		Stretches of NNNs (1.90% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	warn	P.1	G
hCoV-19/USA/IL-S21WGS680/2021	EPI_ISL_1708313	2021-04-12	North America / USA / Illinois / McDonough	Human	Original			Illumina NextSeq 550		Stretches of NNNs (4.25% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence. NS7b without BLAST coverage.	warn	P.1	G
hCoV-19/USA/IL-S21WGS681/2021	EPI_ISL_1708314	2021-04-10	North America / USA / Illinois / McDonough	Human	Original			Illumina NextSeq 550		Stretches of NNNs (1.04% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	warn	P.1	G
hCoV-19/USA/IL-S21WGS683/2021	EPI_ISL_1708315	2021-04-12	North America / USA / Illinois / Macon	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/IL-S21WGS684/2021	EPI_ISL_1708316	2021-04-11	North America / USA / Illinois / Lee	Human	Original			Illumina NextSeq 550		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	G
hCoV-19/USA/MA-MASPHL-03241/2021	EPI_ISL_1710602	2021-04-12	North America / USA / Massachusetts	Human	Original	Nasopharyngeal Swab		Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	Stretches of NNNs (3.98% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/MA-MASPHL-03192/2021	EPI_ISL_1710605	2021-04-10	North America / USA / Massachusetts	Human	Original			Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	Stretches of NNNs (3.55% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence. NS7b without BLAST coverage.	warn	P.1	G
hCoV-19/USA/MA-MASPHL-03200/2021	EPI_ISL_1710607	2021-04-10	North America / USA / Massachusetts	Human	Original	Nasopharyngeal Swab		Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	Stretches of NNNs (3.22% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence. NS7b without BLAST coverage.	warn	B.1.1.7	GRY
hCoV-19/USA/MA-MASPHL-03191/2021	EPI_ISL_1710638	2021-04-10	North America / USA / Massachusetts	Human	Original			Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MA-MASPHL-03201/2021	EPI_ISL_1710643	2021-04-11	North America / USA / Massachusetts	Human	Original	Nasopharyngeal Swab		Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MA-MASPHL-03203/2021	EPI_ISL_1710644	2021-04-11	North America / USA / Massachusetts	Human	Original	Nasopharyngeal Swab		Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MA-MASPHL-03230/2021	EPI_ISL_1710646	2021-04-11	North America / USA / Massachusetts	Human	Original	Nasopharyngeal Swab		Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MA-MASPHL-03229/2021	EPI_ISL_1710650	2021-04-11	North America / USA / Massachusetts	Human	Original	Nasopharyngeal Swab		Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	Long stretches of NNNs (5.92% of overall sequence). Gap of 19 nucleotides when compared to the reference sequence. NS7b without BLAST coverage.	alert	B.1.1.7	GRY
hCoV-19/USA/MA-MASPHL-03218/2021	EPI_ISL_1710653	2021-04-12	North America / USA / Massachusetts	Human	Original	Nasopharyngeal Swab		Illumina MiSeq	BWA 0.7.17; iVar 1.2.2	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	G
